Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_CVT,SQ_INSTS_VMEM_WR,SQ_INSTS_VMEM_RD,SQ_INSTS_SALU,SQ_INSTS_VSKIPPED,TA_TA_BUSY_sum,TA_BUFFER_WAVEFRONTS_sum,TD_TD_BUSY_sum,TD_TC_STALL_sum,TCP_GATE_EN1_sum,TCP_GATE_EN2_sum,TCP_TD_TCP_STALL_CYCLES_sum,TCP_TCR_TCP_STALL_CYCLES_sum,TCC_CYCLE[0],TCC_RW_REQ[0],TCC_HIT[0],TCC_MISS[0],TCC_CYCLE[1],TCC_RW_REQ[1],TCC_HIT[1],TCC_MISS[1],TCC_CYCLE[2],TCC_RW_REQ[2],TCC_HIT[2],TCC_MISS[2],TCC_CYCLE[3],TCC_RW_REQ[3],TCC_HIT[3],TCC_MISS[3],TCC_CYCLE[4],TCC_RW_REQ[4],TCC_HIT[4],TCC_MISS[4],TCC_CYCLE[5],TCC_RW_REQ[5],TCC_HIT[5],TCC_MISS[5],TCC_CYCLE[6],TCC_RW_REQ[6],TCC_HIT[6],TCC_MISS[6],TCC_CYCLE[7],TCC_RW_REQ[7],TCC_HIT[7],TCC_MISS[7],TCC_CYCLE[8],TCC_RW_REQ[8],TCC_HIT[8],TCC_MISS[8],TCC_CYCLE[9],TCC_RW_REQ[9],TCC_HIT[9],TCC_MISS[9],TCC_CYCLE[10],TCC_RW_REQ[10],TCC_HIT[10],TCC_MISS[10],TCC_CYCLE[11],TCC_RW_REQ[11],TCC_HIT[11],TCC_MISS[11],TCC_CYCLE[12],TCC_RW_REQ[12],TCC_HIT[12],TCC_MISS[12],TCC_CYCLE[13],TCC_RW_REQ[13],TCC_HIT[13],TCC_MISS[13],TCC_CYCLE[14],TCC_RW_REQ[14],TCC_HIT[14],TCC_MISS[14],TCC_CYCLE[15],TCC_RW_REQ[15],TCC_HIT[15],TCC_MISS[15],CPC_CPC_STAT_BUSY,CPC_CPC_STAT_IDLE,CPF_CPF_STAT_BUSY,CPF_CPF_STAT_STALL,SPI_CSN_WINDOW_VALID,SPI_CSN_BUSY,GRBM_SPI_BUSY,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
93,__amd_rocclr_copyBuffer.kd,2,0,254,41627,41627,512,512,0,0,16,0,32,64,0x0,0x719dfe9f3a80,8,102,8104,0,4,4,154,0,261.0,0.0,4547.0,4424.0,1045579.0,4812.0,0.0,0.0,423514,4,2,2,423514,4,2,7,423514,4,2,6,423514,4,2,2,423514,5,2,3,423514,6,4,2,423514,0,0,0,423514,0,0,0,423514,0,0,0,423514,0,0,4,423514,0,0,4,423514,0,0,0,423514,0,0,0,423514,0,0,0,423514,0,0,0,423514,0,0,1,423514,0,423514,0,1694056,45690,18620,3985537483312249,3985600712307365,3985600712311491,3985537485180569
94,__amd_rocclr_fillBufferAligned.kd,2,0,256,41627,41627,256,256,0,0,12,4,48,64,0x0,0x719dfe9f3a00,2,21,1714,0,1,1,93,0,66.0,0.0,1639.0,1590.0,1029500.0,1741.0,0.0,0.0,104394,0,0,0,104394,0,0,6,104394,0,0,4,104394,0,0,0,104394,0,0,4,104394,0,0,0,104394,4,2,2,104394,5,2,4,104394,5,2,3,104394,4,2,6,104394,0,0,4,104394,1,0,1,104394,6,4,6,104394,2,1,2,104394,4,2,2,104394,4,2,2,104394,0,104394,0,417576,43485,16455,3985537486066618,3985600712389486,3985600712391609,3985537486988130
95,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>) [clone .kd]",2,0,257,41627,41627,155648,512,2560,48,28,4,80,64,0x0,0x719de8917880,267654,4589479,367111684,0,609,267045,743643,0,19696145.0,4880.0,50709210.0,46346751.0,55506466.0,50741578.0,54424.0,59.0,1546028,132698,1400,131326,1546028,132066,936,131156,1546028,132058,936,131144,1546028,131633,545,131101,1546028,132113,1012,131101,1546028,132192,1092,131100,1546028,132146,1012,131134,1546028,132066,936,131151,1546028,132697,1401,131327,1546028,132064,936,131151,1546028,132056,936,131141,1546028,131632,544,131099,1546028,132112,1012,131100,1546028,132192,1092,131100,1546028,132144,1012,131132,1546028,132064,936,131151,1546028,0,1546028,78,6184112,5795894,1462466,3985537489709912,3985600714392683,3985600714486261,3985537490337810
96,__amd_rocclr_copyBuffer.kd,2,0,258,41627,41627,512,512,0,0,16,0,32,64,0x0,0x719dfe9f3a80,8,108,8760,0,4,4,154,0,261.0,0.0,4923.0,4797.0,1051402.0,5169.0,0.0,0.0,1371526,4,2,2,1371526,4,2,7,1371526,4,2,6,1371526,4,2,2,1371526,5,2,3,1371526,4,2,2,1371526,0,0,0,1371526,0,0,0,1371526,0,0,0,1371526,2,2,4,1371526,0,0,4,1371526,0,0,0,1371526,0,0,0,1371526,0,0,0,1371526,0,0,0,1371526,0,0,1,1371526,0,1371526,0,5486104,46336,19297,3985537490244722,3985600714486261,3985600714490146,3985537491914119
97,"void at::native::vectorized_elementwise_kernel<4, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul>) [clone .kd]",2,0,260,41627,41627,4194304,256,0,0,24,0,64,64,0x0,0x719d6c8314c0,524288,25176727,2014091080,0,262144,262144,10223616,0,31908061.0,0.0,33419924.0,28241660.0,35603638.0,33481263.0,426768.0,24411687.0,1018214,196928,33080,163869,1018214,196928,33080,163872,1018214,197328,33468,163886,1018214,197008,33156,163866,1018214,197248,33392,163860,1018214,197248,33392,163856,1018214,197248,33392,163865,1018214,197248,33392,163889,1018214,196928,33080,163872,1018214,196928,33080,163872,1018214,197328,33468,163883,1018214,197008,33156,163863,1018214,197248,33392,163860,1018214,197248,33392,163856,1018214,197248,33392,163867,1018214,197248,33392,163886,1018214,0,1018214,78,4072856,3701286,936862,3985537497188533,3985600718231689,3985600718290015,3985537497784434
98,"void at::native::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}) [clone .kd]",2,0,261,41627,41627,67108864,512,0,0,12,4,32,64,0x0,0x719dc846e700,2097152,26399948,2111668100,0,1048576,1048576,26214400,0,40030435.0,0.0,103763297.0,97074873.0,111940697.0,105917514.0,178865.0,219450.0,4224254,558348,263404,294952,4224254,558342,263398,294946,4224254,558019,263083,294936,4224254,558242,263295,294977,4224254,557376,262456,294984,4224254,557376,262456,294982,4224254,557936,263000,294997,4224254,557376,262456,294956,4224254,558336,263392,294953,4224254,558336,263392,294945,4224254,558016,263080,294936,4224254,558216,263270,294976,4224254,557376,262456,294983,4224254,557376,262456,294985,4224254,557936,263000,295004,4224254,557376,262456,294956,4170564,53690,4224254,7733,16897016,11731642,2939784,3985537497812125,3985600718327190,3985600718505172,3985537499523854
99,__amd_rocclr_fillBufferAligned.kd,2,0,262,41627,41627,256,256,0,0,12,4,48,64,0x0,0x719dfe9f3a00,2,22,1720,0,1,1,93,0,66.0,0.0,1643.0,1598.0,1030100.0,1746.0,0.0,0.0,614682,2,2,0,614682,1,0,5,614682,0,0,4,614682,0,0,0,614682,0,0,0,614682,0,0,0,614682,4,2,2,614682,4,2,3,614682,4,2,2,614682,4,2,6,614682,0,0,4,614682,1,0,1,614682,5,2,3,614682,2,1,1,614682,4,2,2,614682,4,2,2,614682,0,614682,0,2458728,43545,16567,3985537498342829,3985600718505172,3985600718509258,3985537501087445
100,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#2}>, unsigned int, long, 4, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#2}>, unsigned int, long, 4, 4>) [clone .kd]",2,0,263,41627,41627,155648,512,4608,80,36,4,80,64,0x0,0x719d4c22e7c0,529798,20756093,1660419178,0,609,529189,743643,0,31564933.0,4880.0,119810130.0,111281904.0,125265729.0,119842554.0,92284.0,537010.0,5605674,263458,1248,262210,5605674,263458,1248,262213,5605674,263538,1324,262214,5605674,263531,1325,262223,5605674,263418,1089,262374,5605674,263104,932,262211,5605674,263202,1012,262233,5605674,263362,1168,262221,5605674,263458,1248,262210,5605674,263458,1248,262214,5605674,263538,1324,262214,5605674,263529,1324,262220,5605674,263416,1088,262376,5605674,263104,932,262212,5605674,263200,1012,262225,5605674,263360,1168,262219,3531554,2074120,5605674,1935,22422696,13087180,3289029,3985537503068933,3985600722178233,3985600722381573,3985537503946940
101,__amd_rocclr_copyBuffer.kd,2,0,264,41627,41627,512,512,0,0,16,0,32,64,0x0,0x719dfe9f3a80,16,198,15684,0,8,8,190,0,521.0,0.0,8371.0,8135.0,1082722.0,8844.0,0.0,0.0,1217714,4,2,2,1217714,4,2,7,1217714,4,2,6,1217714,4,2,2,1217714,5,2,3,1217714,4,2,2,1217714,0,0,0,1217714,2,2,0,1217714,0,0,0,1217714,0,0,4,1217714,0,0,4,1217714,0,0,0,1217714,0,0,0,1217714,0,0,0,1217714,0,0,0,1217714,0,0,1,1217714,0,1217714,0,4870856,49817,22767,3985537503685594,3985600722381573,3985600722387142,3985537505729655
102,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}) [clone .kd]",2,0,266,41627,41627,256,128,0,0,20,4,64,64,0x0,0x719dc846ecc0,32,471,37632,0,16,16,488,0,2944.0,0.0,4758.0,4625.0,971806.0,4871.0,0.0,0.0,101664,11,4,11,101664,12,5,9,101664,18,8,10,101664,14,6,8,101664,19,8,12,101664,20,8,12,101664,22,10,12,101664,22,10,14,101664,11,4,11,101664,12,5,7,101664,10,4,6,101664,6,2,4,101664,19,8,12,101664,20,8,13,101664,14,6,8,101664,14,6,10,101664,0,101664,77,406656,47175,25754,3985537506686378,3985600722520699,3985600722524144,3985537507557946
103,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4>) [clone .kd]",2,0,267,41627,41627,256,256,1536,48,28,4,80,64,0x0,0x719d6cc18380,5,35,2751,0,1,4,365,0,126.0,0.0,963.0,854.0,923058.0,1078.0,0.0,0.0,513975,14,6,8,513975,13,5,8,513975,10,4,6,513975,14,6,8,513975,7,2,5,513975,7,2,5,513975,7,2,5,513975,7,2,14,513975,6,2,4,513975,8,3,5,513975,5,1,4,513975,6,2,4,513975,12,5,7,513975,10,4,7,513975,10,4,6,513975,11,4,15,513975,0,513975,0,2055900,42313,20922,3985537507550124,3985600722529432,3985600722533878,3985537509284447
104,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",2,0,268,41627,41627,256,256,0,0,12,4,32,64,0x0,0x719dfcc957c0,2,20,1576,0,1,1,80,0,66.0,0.0,1495.0,1450.0,867146.0,1612.0,0.0,0.0,681374,0,0,0,681374,0,0,4,681374,0,0,0,681374,0,0,0,681374,1,0,5,681374,0,0,0,681374,1,0,1,681374,0,0,1,681374,1,0,1,681374,0,0,5,681374,0,0,0,681374,0,0,0,681374,4,2,6,681374,4,2,2,681374,4,2,3,681374,4,2,2,681374,0,681374,0,2725496,35673,14232,3985537508996702,3985600723361660,3985600723363583,3985537510673580
105,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul>) [clone .kd]",2,0,269,41627,41627,256,256,0,0,24,0,32,64,0x0,0x719d4bc69a40,2,17,1320,0,1,1,292,0,66.0,0.0,1239.0,1192.0,872136.0,1356.0,0.0,0.0,89895,9,4,5,89895,4,2,2,89895,4,2,2,89895,4,2,2,89895,4,2,2,89895,4,2,2,89895,8,3,5,89895,8,4,5,89895,4,2,2,89895,4,2,2,89895,4,2,2,89895,5,2,3,89895,4,2,3,89895,4,2,2,89895,4,2,2,89895,4,2,2,89895,0,89895,76,359580,36654,15225,3985537517963963,3985600731048174,3985600731050938,3985537518504192
106,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul>) [clone .kd]",2,0,270,41627,41627,256,256,0,0,40,0,32,64,0x0,0x719d4bc69840,3,14,1111,0,1,2,292,0,70.0,0.0,635.0,584.0,868286.0,750.0,0.0,0.0,566268,0,0,0,566268,0,0,0,566268,5,2,3,566268,1,0,1,566268,5,2,3,566268,4,2,2,566268,4,2,2,566268,4,2,2,566268,4,2,2,566268,4,2,2,566268,8,4,4,566268,9,4,5,566268,4,2,2,566268,4,2,2,566268,4,2,2,566268,4,2,2,566268,0,566268,0,2265072,35378,13995,3985537518515989,3985600731075975,3985600731078419,3985537520266886
107,"void at::native::vectorized_elementwise_kernel<16, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool> >, std::array<char*, 3ul>) [clone .kd]",2,0,271,41627,41627,256,256,0,0,36,4,80,64,0x0,0x719d4b647fc0,3,30,2339,0,1,2,284,0,70.0,0.0,1267.0,1214.0,865692.0,1382.0,0.0,0.0,87897,5,2,3,87897,4,2,2,87897,5,2,3,87897,4,2,2,87897,4,2,2,87897,4,2,2,87897,4,2,2,87897,4,2,3,87897,5,2,3,87897,4,2,2,87897,5,2,3,87897,4,2,2,87897,0,0,1,87897,0,0,0,87897,4,2,2,87897,4,2,2,87897,0,87897,0,351588,35939,14519,3985537523812716,3985600735713880,3985600735716284,3985537524345273
108,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul>) [clone .kd]",2,0,272,41627,41627,256,256,0,0,24,0,32,64,0x0,0x719d4bc69a40,2,9,744,0,1,1,292,0,66.0,0.0,663.0,614.0,869609.0,780.0,0.0,0.0,552983,8,4,4,552983,4,2,2,552983,4,2,2,552983,4,2,2,552983,5,2,3,552983,4,2,2,552983,8,3,5,552983,8,4,4,552983,4,2,2,552983,4,2,2,552983,5,2,3,552983,4,2,2,552983,4,2,2,552983,4,2,2,552983,4,2,2,552983,4,2,2,552983,0,552983,0,2211932,35848,14515,3985537524385352,3985600735761751,3985600735764435,3985537526092314
109,"void at::native::vectorized_elementwise_kernel<16, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul>) [clone .kd]",2,0,273,41627,41627,256,256,0,0,36,4,80,64,0x0,0x719d4b253a80,3,35,2726,0,1,2,284,0,70.0,0.0,1459.0,1406.0,877077.0,1576.0,0.0,0.0,92268,5,2,3,92268,5,2,3,92268,8,4,4,92268,4,2,2,92268,4,2,2,92268,4,2,2,92268,5,2,3,92268,4,2,3,92268,1,0,1,92268,0,0,0,92268,4,2,2,92268,4,2,2,92268,4,2,3,92268,4,2,2,92268,4,2,2,92268,4,2,2,92268,0,92268,76,369072,37204,15777,3985537531006646,3985600741733395,3985600741736319,3985537531536379
110,"void rocprim::detail::block_reduce_kernel<true, false, 16u, rocprim::detail::wrapped_reduce_config<rocprim::default_config, int>, int, hipcub::TransformInputIterator<bool, at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, long>, int*, int, hipcub::detail::convert_binary_result_type_wrapper<int, hipcub::TransformInputIterator<bool, at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, long>, int*, hipcub::Sum> >(hipcub::TransformInputIterator<bool, at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, long>, unsigned long, int*, int, hipcub::detail::convert_binary_result_type_wrapper<int, hipcub::TransformInputIterator<bool, at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, long>, int*, hipcub::Sum>) [clone .kd]",2,0,274,41627,41627,256,256,512,0,8,0,32,64,0x0,0x719d4ae8eec0,2,17,1438,0,1,1,61,0,66.0,0.0,1359.0,1312.0,866536.0,1474.0,0.0,0.0,88300,1,0,1,88300,1,0,1,88300,0,0,0,88300,4,2,2,88300,0,0,0,88300,0,0,0,88300,1,0,1,88300,0,0,1,88300,4,2,2,88300,4,2,2,88300,4,2,2,88300,4,2,2,88300,4,2,3,88300,4,2,2,88300,4,2,2,88300,0,0,0,88300,0,88300,78,353200,35611,14193,3985537539361452,3985600749470033,3985600749472316,3985537539880239
111,__amd_rocclr_copyBuffer.kd,2,0,275,41627,41627,512,512,0,0,16,0,32,64,0x0,0x719dfe9f3a80,8,106,8528,0,4,4,154,0,261.0,0.0,4871.0,4749.0,1048927.0,5163.0,0.0,0.0,950077,6,4,2,950077,4,2,7,950077,4,2,6,950077,4,2,2,950077,4,2,6,950077,4,2,2,950077,1,0,1,950077,0,0,0,950077,0,0,0,950077,0,0,4,950077,0,0,4,950077,0,0,0,950077,0,0,3,950077,0,0,0,950077,0,0,0,950077,0,0,1,950077,0,950077,0,3800308,46061,19040,3985537539881851,3985600749488020,3985600749491144,3985537541601432
112,__amd_rocclr_fillBufferAligned.kd,2,0,277,41627,41627,256,256,0,0,12,4,48,64,0x0,0x719dfe9f3a00,2,22,1724,0,1,1,93,0,66.0,0.0,1643.0,1598.0,1028080.0,1752.0,0.0,0.0,101897,0,0,0,101897,0,0,6,101897,1,0,5,101897,0,0,0,101897,0,0,4,101897,2,2,0,101897,4,2,2,101897,4,2,3,101897,5,2,3,101897,4,2,6,101897,0,0,4,101897,1,0,1,101897,4,2,6,101897,2,1,2,101897,4,2,2,101897,4,2,2,101897,0,101897,0,407588,43344,16331,3985537542447883,3985600749529281,3985600749533086,3985537543462132
113,__amd_rocclr_fillBufferAligned.kd,2,0,278,41627,41627,256,256,0,0,12,4,48,64,0x0,0x719dfe9f3a00,2,13,1020,0,1,1,93,0,66.0,0.0,939.0,890.0,1019597.0,1048.0,0.0,0.0,587595,0,0,0,587595,0,0,0,587595,0,0,0,587595,0,0,0,587595,0,0,0,587595,0,0,0,587595,6,4,2,587595,5,2,3,587595,5,2,3,587595,4,2,2,587595,0,0,0,587595,1,0,1,587595,4,2,2,587595,2,1,1,587595,4,2,2,587595,4,2,2,587595,0,587595,0,2350380,42274,15276,3985537543441011,3985600749533086,3985600749537132,3985537545291565
114,"void rocprim::detail::init_lookback_scan_state_kernel<rocprim::detail::lookback_scan_state<unsigned int, false, true> const>(rocprim::detail::lookback_scan_state<unsigned int, false, true> const, unsigned int, unsigned int, rocprim::detail::lookback_scan_state<unsigned int, false, true> const::value_type*) [clone .kd]",2,0,279,41627,41627,256,256,0,0,8,0,16,64,0x0,0x719dd8d21100,2,23,1798,0,2,0,24,0,727.0,0.0,884.0,860.0,861166.0,955.0,0.0,0.0,95830,0,0,0,95830,0,0,2,95830,4,2,2,95830,4,2,2,95830,0,0,5,95830,0,0,1,95830,0,0,4,95830,0,0,1,95830,1,0,1,95830,0,0,0,95830,0,0,0,95830,0,0,0,95830,0,0,5,95830,1,0,2,95830,4,2,6,95830,4,2,2,95830,0,95830,75,383320,35075,13685,3985537546188281,3985600751402806,3985600751404929,3985537547077785
115,"void rocprim::detail::partition_kernel<(rocprim::detail::select_method)0, true, rocprim::detail::wrapped_partition_config<rocprim::default_config, (rocprim::detail::partition_subalgo)5, long, rocprim::empty_type>, hipcub::CountingInputIterator<long, long>, rocprim::empty_type*, hipcub::TransformInputIterator<bool, at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, long>, rocprim::tuple<long*, rocprim::empty_type>, rocprim::tuple<rocprim::empty_type*, rocprim::empty_type*>, rocprim::empty_type, rocprim::detail::lookback_scan_state<unsigned int, false, true>, rocprim::empty_type>(hipcub::CountingInputIterator<long, long>, rocprim::empty_type*, hipcub::TransformInputIterator<bool, at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, long>, rocprim::tuple<long*, rocprim::empty_type>, rocprim::tuple<rocprim::empty_type*, rocprim::empty_type*>, unsigned long*, unsigned long*, unsigned long, unsigned long, rocprim::empty_type, rocprim::detail::lookback_scan_state<unsigned int, false, true>, unsigned int, rocprim::empty_type) [clone .kd]",2,0,280,41627,41627,512,512,29184,0,52,4,48,64,0x0,0x719d4ae8f040,3,14,1111,0,2,1,616,0,229.0,0.0,967.0,899.0,879921.0,1165.0,0.0,0.0,938951,5,2,7,938951,4,2,2,938951,4,2,6,938951,4,2,2,938951,4,2,2,938951,4,2,2,938951,4,2,2,938951,4,2,2,938951,7,3,8,938951,4,2,2,938951,4,2,7,938951,4,2,3,938951,4,2,2,938951,2,1,1,938951,0,0,0,938951,6,3,3,938951,0,938951,0,3755804,37519,16138,3985537547062422,3985600751408774,3985600751412139,3985537548851086
116,"void rocprim::detail::transform_kernel<rocprim::detail::wrapped_transform_config<rocprim::default_config, unsigned long>, unsigned long, unsigned long*, int*, rocprim::identity<void> >(unsigned long*, unsigned long, int*, rocprim::identity<void>) [clone .kd]",2,0,281,41627,41627,256,256,0,0,8,0,32,64,0x0,0x719d4ae8b900,2,17,1308,0,1,1,78,0,78.0,0.0,1227.0,1164.0,857376.0,1336.0,0.0,0.0,1035767,0,0,4,1035767,0,0,1,1035767,0,0,4,1035767,0,0,0,1035767,0,0,0,1035767,0,0,0,1035767,1,0,1,1035767,0,0,1,1035767,5,2,7,1035767,4,2,2,1035767,1,0,6,1035767,0,0,0,1035767,0,0,0,1035767,4,2,2,1035767,4,2,2,1035767,5,2,3,1035767,0,1035767,0,4143068,34695,13249,3985537547551435,3985600751418309,3985600751420271,3985537550258445
117,__amd_rocclr_copyBuffer.kd,2,0,282,41627,41627,512,512,0,0,16,0,32,64,0x0,0x719dfe9f3a80,8,103,8288,0,4,4,154,0,261.0,0.0,4867.0,4740.0,1047208.0,5114.0,0.0,0.0,1027819,4,2,2,1027819,4,2,7,1027819,4,2,6,1027819,4,2,2,1027819,5,2,3,1027819,4,2,2,1027819,0,0,0,1027819,0,0,1,1027819,0,0,0,1027819,2,2,4,1027819,0,0,4,1027819,0,0,0,1027819,0,0,0,1027819,0,0,0,1027819,0,0,0,1027819,0,0,1,1027819,0,1027819,0,4111276,45870,18853,3985537548147165,3985600751520299,3985600751524385,3985537551718252
118,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}) [clone .kd]",2,0,284,41627,41627,256,128,0,0,20,4,64,64,0x0,0x719dc846ecc0,32,433,34452,0,16,16,488,0,2564.0,0.0,4370.0,4244.0,966778.0,4482.0,0.0,0.0,101276,12,4,12,101276,12,5,9,101276,18,8,10,101276,16,6,10,101276,18,8,11,101276,18,8,10,101276,22,10,12,101276,22,10,14,101276,12,4,12,101276,12,5,7,101276,10,4,6,101276,8,2,6,101276,18,8,11,101276,18,8,11,101276,14,6,8,101276,14,6,10,101276,0,101276,0,405104,45904,24561,3985537552670780,3985600751704291,3985600751708016,3985537553543559
119,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4>) [clone .kd]",2,0,285,41627,41627,256,256,1536,48,28,4,80,64,0x0,0x719d6cc18380,5,33,2643,0,1,4,365,0,126.0,0.0,911.0,802.0,911844.0,1026.0,0.0,0.0,990011,16,7,9,990011,14,5,9,990011,10,4,6,990011,14,6,8,990011,7,2,5,990011,7,2,5,990011,7,2,5,990011,7,2,14,990011,6,2,4,990011,6,2,4,990011,7,2,5,990011,6,2,4,990011,10,4,6,990011,10,4,7,990011,10,4,6,990011,10,4,14,990011,0,990011,75,3960044,41067,19642,3985537553542988,3985600751725442,3985600751730009,3985537555263952
